Date,8GW.IR,A5G.IR,BIRG.IR,C5H.IR,DQ7A.IR,EG7.IR,GL9.IR,GRP.IR,GVR.IR,HMSO.IR,IR5B.IR,IRES.IR,KMR.IR,KRX.IR,KRZ.IR,MIO.IR,MLC.IR,OIZ.IR,PTSB.IR,RYA.IR,UPR.IR,^ISEQ
2025-09-30,0.011500000022351742,7.1977925300598145,13.398820877075195,1.8351175785064697,18.899999618530273,12.702919006347656,13.684686660766602,0.7051226496696472,1.9359999895095825,2.6077823638916016,5.683520317077637,0.9339967966079712,3.4800000190734863,70.34461212158203,75.23438262939453,0.4150513708591461,8.199999809265137,3.7433135509490967,2.295870304107666,24.343957901000977,3.920219659805298,11624.6796875
2025-10-31,0.024000000208616257,7.449692249298096,13.80196762084961,1.8466109037399292,18.200000762939453,13.109772682189941,14.339128494262695,0.7051226496696472,1.9079999923706055,2.6077823638916016,5.6441874504089355,0.885341227054596,2.9000000953674316,64.48255920410156,77.9699935913086,0.43435606360435486,8.300000190734863,3.599339723587036,2.8822617530822754,25.871614456176758,3.810771942138672,11877.9501953125
2025-11-28,0.024000000208616257,8.25670337677002,15.529037475585938,1.9490941762924194,18.398000717163086,14.013895034790039,14.446574211120605,0.7210445404052734,1.9539999961853027,2.6077823638916016,5.663854122161865,0.9225484728813171,3.0199999809265137,73.37498474121094,78.80785369873047,0.5218161344528198,7.849999904632568,3.6473309993743896,3.031343936920166,27.813217163085938,3.751073122024536,12836.2900390625
2025-12-31,0.024000000208616257,8.583239555358887,15.932830810546875,1.9921942949295044,18.398000717163086,14.2399263381958,14.251218795776367,0.7210445404052734,1.9299999475479126,2.6077823638916016,5.919513702392578,0.894881546497345,2.819999933242798,73.67305755615234,76.88571166992188,0.541507363319397,7.699999809265137,3.925680160522461,2.842506170272827,29.124046325683594,3.502328395843506,13099.349609375
2026-01-30,0.024000000208616257,8.816479682922363,16.682039260864258,2.001772165298462,16.0,14.646781921386719,15.853137969970703,0.7210445404052734,1.9579999446868896,2.6077823638916016,6.273504734039307,0.9635717868804932,3.0199999809265137,73.02723693847656,73.73143005371094,0.49227941036224365,8.0,4.140481948852539,3.081038236618042,28.3908748626709,3.8057971000671387,13147.759765625
2026-02-27,0.02019999921321869,8.25670337677002,16.088510513305664,2.2843191623687744,15.600000381469727,15.370079040527344,17.093647003173828,0.7373259663581848,2.255000114440918,2.6077823638916016,6.568497180938721,1.0496352910995483,3.2200000286102295,83.80744171142578,74.22428894042969,0.6005808711051941,7.599999904632568,4.209986209869385,3.1605489253997803,27.20998764038086,4.069467067718506,13128.5400390625
2026-03-31,0.02019999921321869,8.852372169494629,15.018214225769043,2.011350154876709,15.89799976348877,14.827605247497559,16.805932998657227,0.7373259663581848,1.9359999895095825,2.9671530723571777,6.234172821044922,0.9890417456626892,2.259999990463257,71.63624572753906,67.42285919189453,0.7088823914527893,7.699999809265137,4.45325231552124,2.90213942527771,23.687179565429688,3.7809226512908936,12056.0302734375
2026-04-30,0.03750000149011612,9.621247291564941,16.739999771118164,2.144327402114868,15.800000190734863,15.418109893798828,19.611879348754883,0.7373259663581848,2.109999895095825,2.9671530723571777,6.3915019035339355,1.0476806163787842,2.680000066757202,78.4381332397461,72.19999694824219,0.7088823914527893,7.949999809265137,4.627013206481934,2.9100000858306885,22.24828338623047,4.152398586273193,12593.3603515625
2026-05-29,0.03799999877810478,9.91779899597168,17.434999465942383,2.3164637088775635,15.800000190734863,16.33070945739746,20.68269920349121,0.7539750337600708,2.2799999713897705,3.2687325477600098,6.440000057220459,1.0906825065612793,2.440000057220459,78.38825988769531,73.44999694824219,0.6800000071525574,7.75,4.53000020980835,2.9000000953674316,24.93752670288086,4.551668167114258,13206.8095703125
2026-06-30,0.03799999877810478,10.089641571044922,17.424999237060547,2.429581880569458,15.600000381469727,16.426773071289062,24.252099990844727,0.7539750337600708,2.505000114440918,3.4632999897003174,6.21999979019165,1.1395481824874878,2.1600000858306885,79.73462677001953,80.3499984741211,0.6700000166893005,7.449999809265137,4.159999847412109,3.0,27.14052391052246,4.441868782043457,13828.740234375
2026-07-31,0.03799999877810478,10.070002555847168,18.09000015258789,2.3951544761657715,14.5,16.811023712158203,22.784679412841797,0.7539750337600708,2.384999990463257,3.4632999897003174,7.900000095367432,1.0594083070755005,2.319999933242798,80.03382110595703,82.80000305175781,0.6399999856948853,7.099999904632568,4.150000095367432,2.9700000286102295,24.074190139770508,4.242234706878662,13535.330078125
2026-08-31,0.041999999433755875,10.96500015258789,18.985000610351562,2.4836819171905518,12.5,17.963781356811523,22.139999389648438,0.7710000276565552,2.450000047683716,3.4632999897003174,7.159999847412109,1.0839999914169312,2.319999933242798,102.22388458251953,84.0,0.7300000190734863,7.0,4.610000133514404,2.950000047683716,23.200000762939453,4.23724365234375,14212.83984375
